Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Car_Age,Brand,Model
Mercedes-Benz New C-Class C 220 CDI Style,Coimbatore,2017,23550,Diesel,Automatic,First,19.27 kmpl,2143.0,167.62,5.0,0,33.66,7,Mercedes-Benz,New
Honda Brio V MT,Bangalore,2012,45000,Petrol,Manual,Second,19.4 kmpl,1198.0,86.8,5.0,0,3.65,12,Honda,Brio
Hyundai i10 Magna 1.2,Delhi,2013,60000,Petrol,Manual,First,20.36 kmpl,1197.0,78.9,5.0,0,2.75,11,Hyundai,i10
Mercedes-Benz GLC 220,Bangalore,2016,44414,Diesel,Automatic,First,17.9 kmpl,2143.0,170.0,5.0,0,42.5,8,Mercedes-Benz,GLC
Hyundai Grand i10 1.2 Kappa Asta,Kolkata,2019,1000,Petrol,Manual,First,18.9 kmpl,1197.0,81.86,5.0,7.39 Lakh,6.5,5,Hyundai,Grand
Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2012,62500,Diesel,Automatic,Second,17.68 kmpl,1968.0,174.33,5.0,0,19.0,12,Audi,A6
Volkswagen Vento Petrol Highline AT,Mumbai,2013,21000,Petrol,Automatic,Second,14.4 kmpl,1598.0,103.6,5.0,0,4.45,11,Volkswagen,Vento
Mini Countryman Cooper D,Jaipur,2017,8525,Diesel,Automatic,Second,16.6 kmpl,1998.0,112.0,5.0,0,23.0,7,Mini,Countryman
Hyundai i20 Asta 1.4 CRDi,Bangalore,2014,29000,Diesel,Manual,First,22.54 kmpl,1396.0,88.73,5.0,0,8.35,10,Hyundai,i20
Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2014,40000,Diesel,Automatic,First,17.68 kmpl,1968.0,174.33,5.0,0,22.95,10,Audi,A6
Chevrolet Beat Diesel LT,Jaipur,2012,88000,Diesel,Manual,First,25.44 kmpl,936.0,57.6,5.0,0,1.5,12,Chevrolet,Beat
Skoda Superb Elegance 1.8 TSI AT,Kochi,2012,53537,Petrol,Automatic,First,13.7 kmpl,1798.0,157.75,5.0,0,6.89,12,Skoda,Superb
Ford Fiesta 1.4 TDCi EXI Limited Edition,Chennai,2006,216000,Diesel,Manual,Second,17.8 kmpl,1399.0,68.0,5.0,0,1.45,18,Ford,Fiesta
BMW 5 Series 520d Luxury Line,Hyderabad,2014,51000,Diesel,Automatic,First,22.48 kmpl,1995.0,190.0,5.0,69.47 Lakh,33.5,10,BMW,5
Chevrolet Optra Magnum 1.6 LS BS3,Jaipur,2007,118500,Petrol,Manual,First,12.9 kmpl,1598.0,102.5,5.0,0,1.25,17,Chevrolet,Optra
Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2012,63000,Diesel,Manual,First,22.07 kmpl,1199.0,73.9,5.0,0,4.2,12,Volkswagen,Polo
Renault Lodgy 110PS RxZ 8 Seater,Mumbai,2015,25000,Diesel,Manual,First,19.98 kmpl,1461.0,108.5,8.0,0,6.75,9,Renault,Lodgy
Mercedes-Benz E-Class E250 CDI Avantgrade,Bangalore,2014,37382,Diesel,Automatic,First,13.0 kmpl,2143.0,201.1,5.0,0,32.0,10,Mercedes-Benz,E-Class
Maruti Baleno Alpha,Kochi,2017,24773,Petrol,Manual,First,21.4 kmpl,1197.0,83.1,5.0,8.78 Lakh,7.5,7,Maruti,Baleno
Hyundai Verna 1.6 SX,Delhi,2012,62000,Diesel,Manual,First,22.32 kmpl,1582.0,126.32,5.0,0,4.6,12,Hyundai,Verna
Hyundai i10 Magna 1.1,Kochi,2017,52340,Petrol,Manual,First,19.81 kmpl,1086.0,68.05,5.0,0,4.04,7,Hyundai,i10
Mahindra Scorpio 1.99 S10 4WD,Kochi,2016,56739,Diesel,Manual,First,15.4 kmpl,1997.0,120.0,7.0,0,10.31,8,Mahindra,Scorpio
Land Rover Range Rover 2.2L Dynamic,Coimbatore,2018,36091,Diesel,Automatic,First,12.7 kmpl,2179.0,187.7,5.0,0,55.76,6,Land,Rover
Ford Figo Diesel ZXI,Chennai,2010,120000,Diesel,Manual,First,20.0 kmpl,1399.0,68.0,5.0,0,2.6,14,Ford,Figo
Maruti Ertiga ZDI,Mumbai,2016,33000,Diesel,Manual,First,25.47 kmpl,1248.0,88.5,7.0,12.74 Lakh,8.5,8,Maruti,Ertiga
Honda City 1.5 GXI,Ahmedabad,2007,60006,Petrol,Manual,First,0.0 kmpl,0.0,0.0,0.0,0,2.95,17,Honda,City
Honda Amaze S i-Dtech,Kolkata,2014,52000,Diesel,Manual,First,25.8 kmpl,1498.0,98.6,5.0,0,3.5,10,Honda,Amaze
Hyundai i10 Magna,Jaipur,2015,43571,Petrol,Manual,First,20.36 kmpl,1197.0,78.9,5.0,0,3.55,9,Hyundai,i10
Honda Amaze S i-Dtech,Kolkata,2013,50000,Diesel,Manual,First,25.8 kmpl,1498.0,98.6,5.0,0,3.25,11,Honda,Amaze
Skoda Laura Ambiente,Hyderabad,2008,113000,Diesel,Manual,First,17.5 kmpl,1896.0,106.0,5.0,0,4.5,16,Skoda,Laura
Renault Duster 85PS Diesel RxL,Delhi,2014,90000,Diesel,Manual,First,19.87 kmpl,1461.0,83.8,5.0,0,5.35,10,Renault,Duster
Mahindra NuvoSport N6,Chennai,2017,29000,Diesel,Manual,Second,17.45 kmpl,1493.0,100.0,7.0,10.52 Lakh,6.5,7,Mahindra,NuvoSport
Maruti Vitara Brezza ZDi Plus Dual Tone,Mumbai,2016,20000,Diesel,Manual,First,24.3 kmpl,1248.0,88.5,5.0,11.98 Lakh,9.0,8,Maruti,Vitara
Hyundai i20 Asta Option 1.2,Kochi,2016,61012,Petrol,Manual,First,18.6 kmpl,1197.0,81.83,5.0,0,6.0,8,Hyundai,i20
Skoda Fabia 1.4 MPI Ambiente,Jaipur,2009,87459,Petrol,Manual,First,14.7 kmpl,1390.0,85.0,5.0,0,2.75,15,Skoda,Fabia
Tata Indigo eCS GLX,Pune,2010,70500,Petrol,Manual,First,15.64 kmpl,1193.0,64.1,5.0,0,1.5,14,Tata,Indigo
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2015,64103,Diesel,Automatic,First,15.73 kmpl,1968.0,174.33,5.0,0,19.9,9,Audi,Q3
Skoda Octavia Elegance 1.8 TSI AT,Mumbai,2014,76000,Petrol,Automatic,First,14.7 kmpl,1798.0,177.5,5.0,0,10.0,10,Skoda,Octavia
Toyota Etios Liva GD SP,Delhi,2014,104000,Diesel,Manual,First,23.59 kmpl,1364.0,67.06,5.0,0,3.0,10,Toyota,Etios
Maruti Swift 1.3 VXi,Kolkata,2010,42001,Petrol,Manual,First,16.1 kmpl,0.0,0.0,0.0,0,2.11,14,Maruti,Swift
Mercedes-Benz B Class B180,Kochi,2014,37245,Petrol,Automatic,First,14.8 kmpl,1595.0,120.7,5.0,0,11.96,10,Mercedes-Benz,B
Honda Amaze S Diesel,Kolkata,2013,45000,Diesel,Manual,First,27.4 kmpl,1498.0,98.6,5.0,8.54 Lakh,3.25,11,Honda,Amaze
Hyundai Verna 1.6 SX,Jaipur,2012,117837,Diesel,Manual,Second,22.32 kmpl,1582.0,126.32,5.0,0,4.75,12,Hyundai,Verna
Renault Duster 85PS Diesel RxL Optional,Mumbai,2014,30000,Diesel,Manual,First,20.46 kmpl,1461.0,83.8,5.0,0,5.95,10,Renault,Duster
Hyundai Creta 1.6 VTVT S,Delhi,2015,27057,Petrol,Manual,Second,15.29 kmpl,1591.0,121.3,5.0,0,8.15,9,Hyundai,Creta
Maruti Wagon R AMT VXI,Mumbai,2016,8500,Petrol,Automatic,First,20.51 kmpl,998.0,67.0,5.0,0,4.22,8,Maruti,Wagon
Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,2010,30500,Petrol,Automatic,First,11.74 kmpl,1796.0,186.0,5.0,0,10.5,14,Mercedes-Benz,New
Audi A8 L 3.0 TDI quattro,Delhi,2012,56000,Diesel,Automatic,First,11.8 kmpl,2967.0,246.7,5.0,0,45.0,12,Audi,A8
Hyundai i10 Magna 1.1,Pune,2012,44000,Petrol,Manual,Second,19.81 kmpl,1086.0,68.05,5.0,0,2.9,12,Hyundai,i10
Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,2017,10500,Petrol,Automatic,First,14.3 kmpl,1598.0,103.52,5.0,0,8.9,7,Skoda,Rapid
Skoda Superb Style 1.8 TSI AT,Hyderabad,2017,26000,Petrol,Automatic,First,14.67 kmpl,1798.0,177.46,5.0,33.58 Lakh,26.0,7,Skoda,Superb
Hyundai i20 Active 1.2 SX,Coimbatore,2018,25166,Petrol,Manual,First,17.19 kmpl,1197.0,81.86,5.0,0,8.22,6,Hyundai,i20
Honda Amaze VX i-DTEC,Kolkata,2014,64000,Diesel,Manual,Second,25.8 kmpl,1498.0,98.6,5.0,0,3.5,10,Honda,Amaze
Maruti Wagon R LXI,Chennai,2004,61000,Petrol,Manual,Second,18.9 kmpl,998.0,67.1,5.0,0,1.25,20,Maruti,Wagon
Mahindra Verito 1.5 D4 BSIV,Hyderabad,2013,107000,Diesel,Manual,First,21.03 kmpl,1461.0,65.0,5.0,9.12 Lakh,3.7,11,Mahindra,Verito
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,29161,Diesel,Automatic,First,19.27 kmpl,2143.0,167.62,5.0,0,39.41,6,Mercedes-Benz,New
Maruti Wagon R VXI,Kolkata,2013,32000,Petrol,Manual,First,22.5 kmpl,998.0,67.04,5.0,5.29 Lakh,2.65,11,Maruti,Wagon
Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,2015,46173,Diesel,Manual,Second,19.01 kmpl,1461.0,108.5,5.0,0,8.92,9,Nissan,Terrano
Maruti Swift VDI BSIV,Delhi,2013,47000,Diesel,Manual,First,17.8 kmpl,1248.0,0.0,5.0,0,4.1,11,Maruti,Swift
Mini Cooper Convertible S,Kochi,2017,26327,Petrol,Automatic,First,16.82 kmpl,1998.0,189.08,4.0,44.28 Lakh,35.67,7,Mini,Cooper
Ford Figo Diesel,Bangalore,2015,70436,Diesel,Manual,First,0.0 kmpl,1498.0,99.0,0.0,0,3.6,9,Ford,Figo
Tata Indica V2 DLS BSII,Jaipur,2007,200000,Diesel,Manual,Second,17.2 kmpl,1396.0,53.5,5.0,0,0.85,17,Tata,Indica
Chevrolet Beat LT,Kochi,2016,60813,Petrol,Manual,Second,18.6 kmpl,1199.0,76.8,5.0,0,3.32,8,Chevrolet,Beat
Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,45000,Diesel,Manual,First,22.07 kmpl,1199.0,73.9,5.0,0,3.6,12,Volkswagen,Polo
Maruti Swift ZDi,Hyderabad,2016,64000,Diesel,Manual,First,22.9 kmpl,1248.0,74.0,5.0,0,6.8,8,Maruti,Swift
Ford Figo Diesel EXI,Kolkata,2012,41284,Diesel,Manual,First,20.0 kmpl,1399.0,68.05,5.0,0,2.5,12,Ford,Figo
Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14165,Diesel,Automatic,First,11.36 kmpl,2755.0,171.5,7.0,20.74 Lakh,19.64,5,Toyota,Innova
Hyundai Santa Fe 4x4 AT,Mumbai,2011,67000,Diesel,Automatic,Second,11.72 kmpl,2199.0,194.3,7.0,0,7.0,13,Hyundai,Santa
Honda City i-VTEC V,Kolkata,2011,32572,Petrol,Manual,First,17.4 kmpl,1497.0,117.3,5.0,11.74 Lakh,3.87,13,Honda,City
Hyundai i20 1.2 Magna Executive,Kochi,2018,14960,Petrol,Manual,First,18.6 kmpl,1197.0,81.83,5.0,0,6.27,6,Hyundai,i20
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,2015,55980,Diesel,Automatic,First,19.27 kmpl,2143.0,167.62,5.0,0,18.12,9,Mercedes-Benz,New
Chevrolet Beat Diesel LT,Mumbai,2013,74000,Diesel,Manual,First,25.44 kmpl,936.0,57.6,5.0,0,2.65,11,Chevrolet,Beat
Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,56847,Diesel,Manual,First,22.54 kmpl,1396.0,88.73,5.0,0,7.2,9,Hyundai,i20
Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,121374,Diesel,Manual,First,12.99 kmpl,2494.0,100.6,7.0,0,14.3,9,Toyota,Innova
Maruti Ertiga VDI,Chennai,2013,52000,Diesel,Manual,First,20.77 kmpl,1248.0,88.76,7.0,0,6.9,11,Maruti,Ertiga
Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,118000,Diesel,Manual,First,12.8 kmpl,2494.0,102.0,7.0,0,10.75,10,Toyota,Innova
Hyundai Santro Xing XO eRLX Euro II,Mumbai,2007,72000,Petrol,Manual,Third,17.0 kmpl,1086.0,0.0,5.0,0,0.95,17,Hyundai,Santro
Honda City i VTEC V,Kochi,2016,33915,Petrol,Manual,First,17.8 kmpl,1497.0,117.3,5.0,0,8.09,8,Honda,City
BMW X1 sDrive20d,Ahmedabad,2014,82002,Diesel,Automatic,First,17.05 kmpl,1995.0,184.0,5.0,0,18.5,10,BMW,X1
Hyundai Grand i10 CRDi Era,Mumbai,2017,33000,Diesel,Manual,First,24.0 kmpl,1120.0,70.0,5.0,0,4.75,7,Hyundai,Grand
Maruti Ciaz 1.3 Alpha,Chennai,2016,34000,Diesel,Manual,First,28.09 kmpl,1248.0,88.5,5.0,0,8.45,8,Maruti,Ciaz
Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000,Diesel,Manual,First,20.5 kmpl,1598.0,103.6,5.0,0,3.5,12,Skoda,Rapid
Hyundai Accent CRDi,Kochi,2006,160538,Diesel,Manual,First,13.1 kmpl,1493.0,82.0,5.0,0,1.8,18,Hyundai,Accent
Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,Diesel,Manual,Second,19.91 kmpl,1498.0,103.6,5.0,0,3.7,10,Volkswagen,Polo
Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,49575,Petrol,Manual,First,18.7 kmpl,1199.0,88.7,5.0,0,7.17,7,Honda,Jazz
Hyundai i10 Era,Jaipur,2010,83000,Petrol,Manual,First,19.81 kmpl,1086.0,68.05,5.0,0,1.75,14,Hyundai,i10
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,51346,Diesel,Automatic,First,16.38 kmpl,1995.0,183.0,5.0,0,21.99,6,Hyundai,Tucson
Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43000,Diesel,Manual,First,13.68 kmpl,2393.0,147.8,7.0,25.52 Lakh,18.65,7,Toyota,Innova
Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,Petrol,Manual,Third,19.7 kmpl,796.0,35.0,5.0,0,1.85,13,Maruti,Omni
Maruti Swift VXI BSIV,Coimbatore,2017,27872,Petrol,Manual,Second,20.4 kmpl,1197.0,81.8,5.0,0,5.95,7,Maruti,Swift
Hyundai Grand i10 Magna,Mumbai,2014,16514,Petrol,Manual,First,18.9 kmpl,1197.0,82.0,5.0,0,3.75,10,Hyundai,Grand
Maruti Swift VDI,Pune,2012,120000,Diesel,Manual,First,22.9 kmpl,1248.0,74.0,5.0,0,3.75,12,Maruti,Swift
Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,143275,Diesel,Manual,First,22.0 kmpl,1582.0,126.2,5.0,14.07 Lakh,2.6,16,Hyundai,Verna
Hyundai Santro Xing XL,Hyderabad,2006,99000,Petrol,Manual,First,0.0 kmpl,1086.0,0.0,5.0,0,1.75,18,Hyundai,Santro
Hyundai i20 1.2 Sportz,Mumbai,2010,52000,Petrol,Manual,First,17.0 kmpl,1197.0,80.0,5.0,0,2.8,14,Hyundai,i20
Mercedes-Benz GLE 350d,Coimbatore,2017,29819,Diesel,Automatic,First,11.57 kmpl,2987.0,254.79,5.0,95.13 Lakh,61.29,7,Mercedes-Benz,GLE
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,57000,Diesel,Manual,Second,15.8 kmpl,2148.0,170.0,5.0,0,18.0,10,Mercedes-Benz,New
Maruti Ritz ZDi,Hyderabad,2014,88500,Diesel,Manual,First,23.2 kmpl,1248.0,73.94,5.0,0,4.35,10,Maruti,Ritz
Hyundai Creta 1.6 CRDi SX,Bangalore,2016,28000,Diesel,Manual,First,19.67 kmpl,1582.0,126.2,5.0,0,13.75,8,Hyundai,Creta
Maruti A-Star Vxi,Pune,2010,67000,Petrol,Manual,First,19.0 kmpl,998.0,66.1,5.0,0,2.0,14,Maruti,A-Star
Renault Duster 110PS Diesel RXZ Option,Delhi,2016,26000,Diesel,Manual,First,19.64 kmpl,1461.0,108.45,5.0,0,10.0,8,Renault,Duster
Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,Diesel,Manual,First,17.8 kmpl,1248.0,76.0,5.0,0,1.65,14,Fiat,Grande
BMW X3 xDrive30d M Sport,Coimbatore,2017,51982,Diesel,Automatic,First,16.55 kmpl,2993.0,258.0,5.0,0,45.77,7,BMW,X3
Hyundai i10 Sportz,Bangalore,2010,36000,Petrol,Manual,Second,20.36 kmpl,1197.0,78.9,5.0,0,3.25,14,Hyundai,i10
Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000,Diesel,Manual,First,12.8 kmpl,2494.0,102.0,7.0,0,12.8,8,Toyota,Innova
Maruti Zen VXI BSII,Mumbai,2002,60000,Petrol,Manual,Third,17.3 kmpl,993.0,60.0,5.0,0,0.55,22,Maruti,Zen
Maruti Swift VDI,Hyderabad,2018,31025,Diesel,Manual,First,28.4 kmpl,1248.0,74.0,5.0,0,7.15,6,Maruti,Swift
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,Diesel,Manual,Second,12.05 kmpl,2179.0,120.0,8.0,0,7.0,11,Mahindra,Scorpio
Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,Diesel,Manual,First,22.95 kmpl,1248.0,74.0,5.0,8.34 Lakh,3.75,7,Tata,Zest
Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,Petrol,Manual,First,18.88 kmpl,999.0,123.24,5.0,0,8.5,7,Ford,EcoSport
Maruti Swift Dzire ZDI,Jaipur,2012,73000,Diesel,Manual,First,23.4 kmpl,1248.0,74.0,5.0,0,4.35,12,Maruti,Swift
Maruti Alto 800 LXI,Kochi,2016,32227,Petrol,Manual,First,22.74 kmpl,796.0,47.3,5.0,0,3.26,8,Maruti,Alto
Honda City 1.5 S MT,Jaipur,2011,55000,Petrol,Manual,First,17.0 kmpl,1497.0,118.0,5.0,0,4.21,13,Honda,City
Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,11287,Diesel,Automatic,First,12.07 kmpl,2967.0,241.4,7.0,0,70.36,6,Audi,Q7
Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,Diesel,Automatic,Second,17.0 kmpl,1896.0,105.0,5.0,0,2.95,15,Skoda,Laura
Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,Petrol,Manual,First,17.1 kmpl,1591.0,121.3,5.0,0,4.28,12,Hyundai,Verna
Honda City 1.5 V AT,Jaipur,2009,78442,Petrol,Automatic,First,16.8 kmpl,1497.0,118.0,5.0,0,3.57,15,Honda,City
Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,Diesel,Manual,First,21.9 kmpl,1396.0,88.8,5.0,0,3.11,11,Hyundai,i20
Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051,Petrol,Automatic,First,15.0 kmpl,1396.0,98.6,5.0,0,5.96,10,Hyundai,i20
Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,Diesel,Manual,First,20.54 kmpl,1598.0,103.6,5.0,0,4.7,13,Volkswagen,Vento
Honda City i VTEC VX,Ahmedabad,2014,49000,Petrol,Manual,First,17.4 kmpl,1497.0,117.3,5.0,0,6.9,10,Honda,City
Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,Diesel,Manual,First,22.95 kmpl,1248.0,74.0,5.0,8.34 Lakh,5.25,6,Tata,Zest
BMW 5 Series 2003-2012 520d,Pune,2015,64000,Diesel,Automatic,First,18.48 kmpl,1995.0,177.0,5.0,0,28.0,9,BMW,5
Maruti Wagon R LXI Minor,Delhi,2009,60000,Petrol,Manual,First,18.9 kmpl,1061.0,67.0,5.0,0,1.35,15,Maruti,Wagon
Honda Jazz VX,Delhi,2015,62178,Petrol,Manual,First,18.2 kmpl,1199.0,88.7,5.0,8.85 Lakh,4.85,9,Honda,Jazz
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,Diesel,Manual,First,15.0 kmpl,1896.0,105.0,5.0,0,6.7,12,Volkswagen,Jetta
Hyundai i10 Magna 1.2,Hyderabad,2010,74000,Petrol,Manual,First,20.36 kmpl,1197.0,78.9,5.0,0,3.1,14,Hyundai,i10
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,77771,Diesel,Automatic,First,19.27 kmpl,2143.0,170.0,5.0,0,18.64,9,Mercedes-Benz,New
Hyundai i10 Magna 1.2 iTech SE,Pune,2012,45275,Petrol,Manual,First,20.36 kmpl,1197.0,78.9,5.0,0,2.8,12,Hyundai,i10
Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000,Diesel,Manual,First,13.68 kmpl,2393.0,147.8,7.0,25.4 Lakh,20.25,8,Toyota,Innova
Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,31652,Diesel,Automatic,First,17.68 kmpl,1968.0,174.33,5.0,0,26.78,9,Audi,A6
Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,109000,Diesel,Manual,Second,12.99 kmpl,2494.0,100.6,7.0,0,8.26,14,Toyota,Innova
Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,31978,Petrol,Manual,First,16.47 kmpl,1198.0,73.9,5.0,0,3.89,9,Volkswagen,Polo
Maruti Alto K10 LXI,Hyderabad,2011,70000,Petrol,Manual,First,20.92 kmpl,998.0,67.1,5.0,0,2.1,13,Maruti,Alto
Honda City i-VTEC CVT ZX,Mumbai,2017,15000,Petrol,Automatic,First,18.0 kmpl,1497.0,117.3,5.0,16.67 Lakh,12.69,7,Honda,City
Tata Indigo LX,Coimbatore,2013,59138,Diesel,Manual,First,17.0 kmpl,1405.0,70.0,5.0,0,2.58,11,Tata,Indigo
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,61726,Diesel,Automatic,First,17.68 kmpl,1968.0,174.33,5.0,0,20.77,10,Audi,A6
Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,48000,Diesel,Automatic,First,17.9 kmpl,2143.0,136.0,5.0,0,20.26,9,Mercedes-Benz,GLA
Hyundai Santro Xing XL,Chennai,2006,58000,Petrol,Manual,Second,0.0 kmpl,1086.0,0.0,5.0,0,1.5,18,Hyundai,Santro
Maruti Swift VDI BSIV,Kolkata,2011,60020,Diesel,Manual,First,17.8 kmpl,1248.0,0.0,5.0,0,2.5,13,Maruti,Swift
Maruti Celerio VXI AT,Hyderabad,2014,77815,Petrol,Automatic,First,23.1 kmpl,998.0,67.04,5.0,0,4.25,10,Maruti,Celerio
Mercedes-Benz GLE 250d,Hyderabad,2017,29000,Diesel,Automatic,First,17.9 kmpl,2143.0,201.15,5.0,79.43 Lakh,57.0,7,Mercedes-Benz,GLE
Land Rover Range Rover HSE Dynamic,Delhi,2017,44000,Diesel,Automatic,First,12.7 kmpl,2179.0,187.7,5.0,0,44.0,7,Land,Rover
Volkswagen Vento Diesel Trendline,Hyderabad,2011,108626,Diesel,Manual,First,20.54 kmpl,1598.0,103.6,5.0,0,3.65,13,Volkswagen,Vento
Maruti Omni 8 Seater BSIV,Hyderabad,2012,71791,Petrol,Manual,First,14.0 kmpl,796.0,35.0,5.0,0,2.05,12,Maruti,Omni
Honda Brio 1.2 VX MT,Kochi,2012,91931,Petrol,Manual,First,18.5 kmpl,1198.0,86.8,5.0,6.62 Lakh,3.13,12,Honda,Brio
Tata Sumo Delux,Hyderabad,2000,158000,Diesel,Manual,Second,14.07 kmpl,2956.0,83.1,7.0,0,1.5,24,Tata,Sumo
Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,91183,Diesel,Manual,First,18.0 kmpl,1248.0,75.0,5.0,0,2.85,12,Tata,Indica
Maruti Wagon R LXI BS IV,Delhi,2012,65000,Petrol,Manual,First,18.9 kmpl,998.0,67.1,5.0,0,2.65,12,Maruti,Wagon
Mahindra XUV500 W8 4WD,Hyderabad,2015,88428,Diesel,Manual,First,16.0 kmpl,2179.0,140.0,7.0,0,10.6,9,Mahindra,XUV500
Tata Indigo LS Dicor,Pune,2008,138000,Diesel,Manual,Second,17.1 kmpl,1396.0,70.0,5.0,0,1.25,16,Tata,Indigo
Maruti Ertiga Paseo VXI,Mumbai,2018,18000,Petrol,Manual,First,16.02 kmpl,1373.0,93.7,7.0,0,8.25,6,Maruti,Ertiga
Honda Accord 2.4 A/T,Mumbai,2011,60000,Petrol,Automatic,First,11.7 kmpl,2354.0,177.6,5.0,0,4.45,13,Honda,Accord
Maruti Swift Dzire VDi,Kolkata,2012,48000,Diesel,Manual,First,19.3 kmpl,1248.0,73.9,5.0,0,3.7,12,Maruti,Swift
Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,160000,Diesel,Manual,First,17.8 kmpl,1399.0,68.0,5.0,0,2.8,15,Ford,Fiesta
Honda City ZX GXi,Kolkata,2008,40000,Petrol,Manual,First,17.7 kmpl,1497.0,78.0,5.0,0,1.8,16,Honda,City
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,51495,Diesel,Automatic,First,17.68 kmpl,1968.0,174.33,5.0,0,21.95,10,Audi,A6
BMW 6 Series 640d Gran Coupe,Mumbai,2011,30000,Diesel,Automatic,First,9.52 kmpl,2993.0,313.0,4.0,0,49.0,13,BMW,6
Audi Q7 45 TDI Quattro Technology,Coimbatore,2017,97430,Diesel,Automatic,First,14.75 kmpl,2967.0,245.0,7.0,1.04 Cr,62.67,7,Audi,Q7
Maruti Zen Estilo LXI Green (CNG),Pune,2008,42496,CNG,Manual,First,26.3 km/kg,998.0,67.1,5.0,0,1.4,16,Maruti,Zen
Hyundai i20 1.4 CRDi Asta,Pune,2012,83000,Diesel,Manual,First,23.0 kmpl,1396.0,90.0,5.0,0,5.5,12,Hyundai,i20
Hyundai i10 Sportz AT,Bangalore,2009,37000,Petrol,Automatic,Third,16.95 kmpl,1197.0,78.9,5.0,0,2.95,15,Hyundai,i10
Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,28503,Petrol,Automatic,First,19.0 kmpl,1199.0,88.7,5.0,0,6.86,8,Honda,Jazz
Maruti Swift VDI BSIV,Hyderabad,2015,76496,Diesel,Manual,First,25.2 kmpl,1248.0,74.0,5.0,0,6.15,9,Maruti,Swift
Hyundai i20 Asta 1.2,Pune,2011,79152,Petrol,Manual,Second,18.5 kmpl,1197.0,82.85,5.0,0,3.3,13,Hyundai,i20
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2011,32000,Petrol,Manual,First,16.47 kmpl,1198.0,73.9,5.0,0,2.55,13,Volkswagen,Polo
Maruti Alto LXi,Ahmedabad,2009,35000,Petrol,Manual,First,19.7 kmpl,796.0,46.3,5.0,0,1.5,15,Maruti,Alto
Toyota Corolla H4,Chennai,2004,105000,Petrol,Automatic,Second,11.3 kmpl,1794.0,125.0,5.0,0,2.5,20,Toyota,Corolla
Maruti Alto LXi,Chennai,2006,56000,Petrol,Manual,Second,19.7 kmpl,796.0,46.3,5.0,0,1.4,18,Maruti,Alto
